,Tweets
164,https://t.co/Bcmna8v481 weight loss challenge weight loss prescription weight loss patch weight loss keto diet weight loss cleanse weight loss injection weight loss drugs weight loss in cats weight loss near me weight loss juice recipe weight loss snacks weight loss vegan diet
165,"@soy_milk_latte_ Thinking about that time a vegan told me that I wouldn't be a ""retarded autist"" is my mother hadn't drank milk, right after telling me autism could be fixed by a vegan diet.

Really won me over."
166,Vegetarian and vegan diet: Five things to consider when switching to a plant-based diet https://t.co/DkLqOLigif
167,"Day 1 of my vegan diet, pray for me y’all, I’m trying to get that Beyoncé glow"
168,"@NatalyaGrey @AMan4AllSaisons Unless you are totally growing, catching and or raising your own food, I don’t believe that anyone can be 100% ethical when it comes to diet. That includes going vegan."
169,"""NLE Choppa Wants Fans To Skip The Travis Scott Meal In Favor Of A Vegan Diet"" #vegan #tastyfix #recipe https://t.co/WxkWCu1MRn"
170,"@SeanLVT @cashandcarrots @AdamWJT It takes about 3 acres to feed a meat eater for a year. We have about 40m acres of farmland for 67m people.

It takes 1/6 acre to feed a vegan, apparently.

So to be self sufficient we need a diet that is mostly plant based"
171,@GMulrine @SticksAndBr1cks How do you manage B12 and Amino acids deficiencies in your vegan diet?
172,"@EOMovement @Veganella_ @NanciGuestRDPhD Lol all the ex-vegans. You mean angry carnists who went vegan for a few weeks/months and then quit, who have random vague ‘symptoms’ they attribute to diet w/o blood tests etc to back up their claims."
173,@pooja_news We must Embrace vegan diet for healthy living
174,"@Bern4Bern most of us don't have the cash or the genetics to obtain all of the nutients necessary for good health and longevity through a vegan diet, especially those of us in middle age and older, whose nutrient reserves are already depleted just from aging"
175,"@ZuzuQueenOfMars I have this. I could not live on a vegan diet, it would likely kill me.
Eating most vegetables cause me to violently vomit for days. Can't even drink water, so I get dehydrated and sick. Not just the ones on the list are an issue, either
You're ignorant in the medical department."
176,"daily reminder: stop equating ""vegan diet"" with ""healthy diet"""
177,@TownChill123 Agree with it all except knocking that he chooses to be a vegan. One's diet is irrelevant
178,"However, a lot of vegan food is expensive, and as a lot of it contains common allergens (brands like freefrom without gluten lactose etc get VERY expensive ruling out this option for most) it can be really difficult for people to get a healthy diet."
179,"So many people ask how I lost my weight after baby? Honestly, I just gained weight in the belly I didn’t even get big at all anywhere else. But what helped me get to where I’m at was going vegan. After I had my son, I changed my whole diet because I wanted to feel better."
180,"@youkeiraatsix @JessicaXDiamond Also puritanical new vegans. I became a vegetarian circa 1990,  started eating fish again about 5 years ago.
It's annoying when someone who's been a vegan for a few months starts telling me how terrible my diet is"
181,"The vegan #keto diet is mostly based on plants, plant-derived products and unprocessed #vegan foods. Focus on whole foods and avoid processed foods. https://t.co/LTcuAqEsgu"
182,"@ebruenig What is this pseudo-religion nonsense? I'm not a vegan or a vegetarian but I try to eat healthy and try to keep a mixed diet, but people like this scare away even basic flexitarians."
183,@LePower123 @SalTheSaiyan “President Trump and Vice President Biden I must ask you were you ever vegan and how long did your diet last?”
184,"""Our results demonstrate the blood pressure–lowering effects of beetroot juice and highlight its potential NO3– independent effects.""
https://t.co/6lSTuIMGlv
#Beetroot #Plantbased #Superfoods #Health #Food #Diet #Nutrition #Vegan #Paleo #Hypertension #HeartDisease #BloodPressure"
185,"Nice list.  I do most of these, well the vegan choices.  No miso because of my yeast allergy or red peppers (night shade).  

https://t.co/2pUdZ0kUcZ: 23 Immune-Supporting Foods &amp; Drinks To Add To Your Diet, Well, Yesterday.
https://t.co/nWvjBMrOAU

via @GoogleNews"
186,"Sooooo ... 6 months of non-vegan eating while exercising 4 days a week = high cholesterol. OK, I ate donuts and croissants. Back to vegan diet because I’m not taking pills #wontdoit #health #diet #cholesterol"
187,THIS! I'm vegan for the animals. That's it. It's not a diet. https://t.co/lh4G3LruuC
188,i’ve been vegetarian for 6 years and i don’t think the words “you should definitely go vegetarian/vegan” have ever come out of my mouth because someone elses diet is literally none of my business
189,"Eating a vegan diet could be the “single biggest way” to reduce your environmental impact on earth, a new study suggests. So visit us today to play your part in preserve our planet for our children.. https://t.co/o3ARvDOATP"
190,"@AMan4AllSaisons That's the other side of why it irks me. Aside from bulldozing rainforest for palm oil and such, who the hell are you to tell an indigenous person who eats a traditionally meat heavy diet how to live?

Also, see how long a vegan would survive in a place like Mongolia or Tibet."
191,@mcsole This is awesome. Make sure u and ur fam are getting enough iodine in your diet though. It's a necessary trace element your body can't make on it's own. Table salt ionization is used as a universal way to supplement it. Most recommended sources aren't vegan but seaweed is.
192,"Whether you're a new vegan convert or you're considering going on a plant-based diet, here are some foods you should eat and some you should avoid.https://t.co/jPLxhXcNuD https://t.co/Mjh3ONGRjm"
193,NLE Choppa wants fans to skip the Travis Scott meal in favor of a vegan diet https://t.co/cOXjuJ6yhG
194,"@EOMovement @Veganella_ @NanciGuestRDPhD dude, there are probably not even ""millions upon millions of"" CURRENT vegans, let alone former ones.

STFU and go away.

btw: veganism is NOT a diet.
https://t.co/fzclLd9eKx"
195,"@Fernand31094744 @DrPaulMason On my To Do list is a Thread about protein servings for a vegan diet. 
Practically criminal menu planning I have seen. If it was a residential menu. Restaurant is buyer beware."
196,@elleblum @soy_milk_latte_ The only diet recommended for IBS with real science behind it is Monash Uni's FODMAP diet. And it's exceedingly difficult to do vegan.
197,"@EOMovement @GageCan @Veganella_ Sorry you suffered ill health. IME think it’s a reach to say it’s a vegan diet w/out knowing more details.

Speaking for ‘one’ &amp; extrapolating your experience to “millions &amp; millions “isn’t accurate nor advantageous to your point. Instead we should show how vegans can do better😊"
198,"REAL TRUTH MEMBERSHIP CLUB: Why is it that every species on this planet has a diet, while humans need to “𝐆𝐎 𝐎𝐍 𝐀 𝐃𝐈𝐄𝐓”? Your food is engineered to make you fat, unhealthy, &amp; diabetic. Learn more. Save your life by becoming a member.⁣ #Vegan #Plantbased 🌱 https://t.co/aDUsNkHcmk"
199,"@NatalyaGrey Also due to agricultural subsidies, going vegan on a balanced diet [and not just remove meat without providing adequate replacement] is often more expensive since it's a ""nieche product"" flooded by #EcoHipsters..."
200,@monsieurlente @Pentropy It's like imposing a vegan diet to someone
201,"@CosmoIndia @IndiaToday I an a Vegan 
Was scared too when I started 2 years ago. all fine now.
Lost 20 kgs in a year without exercise. Very active now
#diet #vegan"
202,"Fuck this shit. Feeding yourself properly on a vegan diet is possible but it takes knowledge, energy and resources. Which are not universally accessible, never mind food allergies complicating it further. If vegan/veggie doesn’t work for your health don’t do it. https://t.co/2c8Mdmv90o"
203,@kgscreations @mamachell and every cancer different .. like the 9/11 bombing victims .. all the poison they inhaled no vegan diet can fix that.. skin cancer.. throat cancer .. vegan diet won't fix those either
204,"@HowardWerten @CholesTroll @4AnimalJustice @Veganella_ Why don't you get some integrity, stop whining and JFDI. Vegan is not a diet it is a justice movement and is not about humans. JFC, you will be asking us to come and feed you soon!"
205,"@HowardWerten @CholesTroll @Veganella_ You don't care about recipes

If you did, you'd have already searched - you're online as we speak

Now that you're aware that vegan isn't a diet, but about animal suffering, you need to ask yourself whether your value for justice excludes certain innocent victims"
206,"I posted this to that vegan who lashed out saying that people who claimed they couldn't go veg were fabricating their health issues, and I'm still thinking about it.

I've been cycling through my diet for almost 10 years trying to find ""safe"" foods that I can eat without issue. https://t.co/CY8KdQvfb9"
207,"@AlexIsABanana @electrifyyy @craftyvegangirl @suxelamai Yeah, it sounds like u purchased a lot of processed vegan food which is fine but tends to be pricier. If you have access to cheap fresh produce, beans, rice, legumes etc eating a whole foods plant based diet is much healthier and cheaper option than animal products."
208,You think it’s the vegan diet? I think it’s more so he doesn’t want to be seen as BB20 Tyler because of the horrible fans torturing him for playing a brilliant game in BB20 🤷🏻‍♀️ https://t.co/45vHjzazJP
209,"I'm gonna start referring to Tyler as Vegan Tyler cos BB20 Tyler &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Vegan Tyler-Angela ruined this kid with that diet

#BB22"
210,"A vegan diet can cause disease or promote disease. Vegan just means it abjures animal products. A diet of coconut oil and agave alone is vegan. A diet of turnips, farro, kale, cabbage, pickles, sweet potatoes, beans, lentils and lettuce is also vegan. Obviously they're different. https://t.co/IaSIgOasLJ"
211,"Aside to ending animal cruelty ,eating a vegan diet is the “single biggest way” to reduce your environmental impact on Earth.
Researchers at the University of Oxford found that cutting meat &amp; dairy products from your diet could reduce an individual's carbon footprint up to 73 % https://t.co/isKUpY1tko"
212,"European meat plants posing 'avoidable risk' of disease, inspectors say

Food safety officials deny claims that diseased or contaminated meat is being eaten by consumers
https://t.co/7slYjUfpNq

#meat #uk #diet #yum #BaconChipotleGuacamole 

#Vegan https://t.co/f077pvsq30"
213,"@rebelhealth1 @Veganella_ Wrong, a properly planned wfpb diet needs no iron supplementation.
I reversed a mild chronic anemia by going vegan, and I am not the only one.
Also iron supplementation is harmful.
B12 is all we need, unless specific cases."
214,"@EOMovement @Veganella_ We only wish there were millions of &amp; of ex-vegans that would mean there were millions &amp; millions to begin with!

The potential illness derived from a vegan diet vs illness by a high meat/satfat diet would be ~10-fold riskier with meat. 

Also: Coke &amp; Doritos is not a vegan diet."
215,Sir .... may i recommend a nice vegan diet since you got all this beef https://t.co/MX7rzpZacQ https://t.co/R2Teri6L0p
216,@soy_milk_latte_ threads like this make people not want to go vegan. And yes you are being ableist. Just because your disabilities improved with a vegan diet doesn’t mean that ALL disabilities benefit from a vegan diet.
217,"@EOMovement @Veganella_ @NanciGuestRDPhD Vegan isn't a diet

Ex-vegan are people who thought it was, &amp; people who've abandoned their morals

Like an ex-anti-rapist

Vegan is a justice movement for the innocent beings who are legally exploited despite their sentience https://t.co/jsnxvMxSQZ"
218,"@ScepticalDoctor @Saintsman3 @professionaldog Very interesting. How solid is the evidence that they were predominantly vegan in Okinawa? I recall Dr. Greger citing US Army data from circa 1970 about 97% WFPB diet. Still seems strange, as they are surrounded by fish,and were apparently raising pigs..."
219,"@mamachell Cure, definely no but I've heard that doing a raw vegan diet does help the body by building up the immune system. I wish people would be more empathic and sensitive"
220,"@HowardWerten @CholesTroll @Veganella_ Vegan isn't a diet

Vegan = Not participating in the oppression of animals because they're able to feel fear, pain, &amp; suffering

They're exploited for far more than what you thoughtlessly choose to eat"
221,assuming people have the resources and ability to prepare vegan food in a way that would actually constitute a healthy diet is literally ableist and classist
222,"@beepuke a WFPB diet does heal certain ailments, we’ve seen the data, while being coincidentally a vegan diet BUT veganism overall is a moral stance against animal murder &amp; exploitation so yah, it’s just semantics 🙏🏼"
223,"@mmmmike Same. I knew that a vegan diet was unlikely to change my physical health, but in terms of mental health I feel more at peace now that my actions align with my morals."
224,"Will a vegan diet help you live longer? And how to do the #PlantParadox diet as a vegan, safely? Answers to these &amp; more on today’s #drgundry podcast episode: https://t.co/JDQA9FEeZH"
225,"@JessicaXDiamond Going vegan was personal choice for my emotional well being. And is rooted more in my anti-capitalist ideology than some cure all diet BS. And people who are ""health vegans"" are people I avoid outright. They're garbage."
226,I used to feed my (now dead) pet a vegan diet
227,"@HairyNothrotita ""Why do vegans think they can lecture us about our diet?"" People who lecture every vegan they meet."
228,back on my vegan diet.
229,I’m gonna implement the vegan diet. الله يصبرني 🙏
230,"Research shows that moving to a whole-food, #plantbased (WFPB) diet can reduce the symptoms of type 1 diabetes and can help manage and even reverse type 2 diabetes and prediabetes. https://t.co/a2qNAjx82Q"
231,"@MickeyPearce17 @ginoalongi @SRAPhilly Perfect for a Vegan Diet
sounds like a CRAP DISH THOUGH!"
232,"@CBPostNSullivan @yashar Being a vegan isn't expensive. It's a lot cheaper than a meat infused diet. ""Vegans survive mainly on beans, rice, pasta, fruits, and vegetables--the cheapest ingredients on earth""."
233,Day 1 of my 10 week HIIT workout plan 🦋 With a strict Vegan Diet.
234,@deadbitch69 Honestly if *i* went vegan my diet would b so restricted i would prob die of malnutrition
235,"@GAMEAPARTMENT1C I mean, rice and beans are dirt cheap. You can be vegan without being an ""upper middle class ionized water"" vegan.

That said, I *do* think it is an inaccessible diet to many people for many reasons, and the human cost/harm is too often ignored."
236,"@manggender I agree but it depends how you define veganism. Most people I know would define it as a way of life akin to a belief system and not just a diet. Reducing animal products =/= vegan, it just means you eat less animal products"
237,"honest to god, as a vegan, i don’t give a fuck about your diet. eat whatever tf you want, all i ask for is respect. https://t.co/ZthXnlDxnH"
238,"@OnisionTears @ksing41 @chitowngal1204 @yashar Lol eat vegan shit, dude. Keep eating your vegan food and mind your business. Hopefully you examine your own diet and where your plants come from, how they get here, and who picked them as much as you examine everyone else’s diet."
239,@soy_milk_latte_ While I 100% get where you’re coming from it’s not a cure all for everything and everyone. I went vegan and stopped my meds 6 months into having MS and had the worst relapse in my almost 6 years of having the disease. While my diet is mostly vegetarian
240,@katewist @ksing41 @chitowngal1204 @yashar People who can’t be on a vegan diet because of medical reasons is one thing but we aren’t talking about those people. If there are millions then by default there are billions who can and that will make a difference. You’re just an ignorant selfish jerk period.
241,The Complete Guide to a #Healthy Whole Food Plant-Based Diet https://t.co/L1WolXeoaR #plantbased  #Vegan
242,"I don't have a problem with veganism, but this holier-than-thou attitude is incredibly annoying &amp; toxic. Not everyone can afford and/or tolerate a vegan diet. There's nothing wrong with eating meat, it's a problem of sourcing. So fuck this lady's organs. https://t.co/TqLxdAOqeH"
243,"@OnisionTears @ksing41 @chitowngal1204 @yashar My feelings are not at all hurt by you or your weird, invasive vegan friends. You’re just creepy and obnoxious. Mind your own business lol avoiding meat isn’t going to save the planet and there are millions of folks who just can’t be on a vegan diet."
244,"My mate, who i'll call ""LK"" to protect her identity probably thinks that post-Brexit the government will look to force at least 30% of the country onto a #vegan diet."
245,"@PeterCo16354149 Deforestation is a huge issue. Look up the effects of rice and pacific farmed shrimp. I do follow a #Vegan diet, but I’m not diluted. The food system it’s self is absolutely destructive. What I am doing is my part to end the hell that is factory farms"
246,"@VINDICTlVES @DlVULGENCE (c) managed to make him comfortable talking about it was Bruce himself.

""I'm thinking we hit up a restaurant instead one of the 𝘸𝘢𝘳𝘶𝘯𝘨."" He postulated with Effie's vegan diet in mind."
247,"I’m 🌱 vegan 🌱 now 

my diet consists of ONLY coffee &amp; lettuce 🥰✌🏼👑"
248,@ElspethOakley I literally got told not to by several doctors. They said I could eat some vegan meals but that restricting my diet more than I did pre ED would v probably throw me straight back into said ED. Also I'm allergic to soya and despise mushrooms and that makes things complicated
249,The best thing you can do on a personal level is adopt a vegan diet (or vegetarian if you are unable to be vegan for health reasons). The meat industry is completely horrific and it’s carbon emissions are a disgrace. #fuckthemeatindustry https://t.co/HJN2fm9iHZ
250,"Switching to a plant based diet could offset carbon emissions by 16 years #carbonoffsets #vegan 
https://t.co/a4jKfhHFo5"
251,@TaylorLorenz There's a @Change petition (do those ever really accomplish anything) to take her dog away because she allegedly feeds it a strictly vegan diet.  https://t.co/y1dMGUSMcb
252,"Ever considered trying a specific diet to help pain or energy? Gluten free? Lactose free? Vegan?
In this vid, dietician @LisaHan95172023 gives good sensible advice.
I love Lisa's ""food as friend"" approach 🥰
https://t.co/gm0XKwuFWw
@Claire_Minshull @rob_chiro @DeepakRavindra5"
253,"I’d love to be vegan, I truly would. But I would need a strict diet and the supplements I would need are out of my price range or I have a severe texture aversion to."
254,"@MoneyGram #MoneyGramMonday 
Spending $250 in my vegan diet
@AlexanderStig82 @CriptoCortes  @Criptovision"
255,"@NotASubjectAmI @Liberty_Vegan @Joseph_Plant @HotelLubyanka @10DowningStreet This is not just about restrictions on where we can go &amp; who we can see, it's also about the non-stop diet of fear that has been fed to people over the last few months. Do you have any idea what damage constant stress can do to the body?"
256,"Would you date someone who isn’t vegan — Yes, my diet is my diet, yours is yours. As long as they respect mine I'm all good.  https://t.co/F3bnMw70FD"
257,@ShawnZGatlin And vegan is more than a diet- it’s a whole lifestyle.
258,"@beepuke I mean to identify the different diets of a vegan. the statement was ""a vegan diet *can* cure health problems"". 

a vegan's diet can ofc also be a junk food diet. imo just excluding animals isn't all you have to do to be healthy, but it's a major first step."
259,"Buy Vegan Meal Prep: The Starter Kit for Vegan Keto life, Weight Loss Solution with Cookbook and Recipes. Veganism with Ketogenic Diet Approach and Plant Based Diet with Whole Food. on @Gumroad https://t.co/wtqvtE6dpE 
#ketodiet #Vegan https://t.co/dqeskaODDv"
260,"I would go vegan, but there's no way I can cut pussy out of my diet."
261,The fact that I’m going by this new diet my dr recommended and working out almost everyday! I think them people want me skinny skinny! I was starting to be content with myself but then this came along so now I gotta get right! I think I’m going vegan.
262,@mamachell This is such a dangerous and insensitive thing to say to someone currently fighting. Block them with the swiftness. A vegan diet while may have *some* general benefits (like other diets) doesn't replace medicine...are they maaaddddd!?
263,"@squidgymushroom @cutthroatmutt @JessicaXDiamond @JoannaNoBanana If you want to fight factory farms and industrial meat, you can do so without deluding yourself that a vegan diet is ""purer"". Beings die so others can live. They are eaten, or they rot (also eaten, really). Your discomfort with your own organic nature is not a problem I share 🤷‍♀️"
264,"My mother tried to put me on a vegetarian diet for a while as a child. I'm certain it contributed to my stunted growth at least as much as the ED I had as a teen did. 

If you're still growing, DON'T. GO. VEGAN! It WILL stunt your growth."
265,"@StrawberryWhiff @xmanishaa true I agree. IMO one should go on extreme diets like carnivore, vegan, IF whatever and see if it suits them and slowly add (good) food from their original diet and they can know what is causing them to gain weight."
266,Atkins Diet Vegan Cookbook  Live Healthy and Start Your Vegan Diet Plan to Lose Weight  Jamie F https://t.co/FXhRp42Fou https://t.co/Zda9G2pYou
267,"Several weeks into my diet, got through the first brick wall but running straight into a second one. Lost 1 stone so far, wanted to do 2 more but everything I see looks good now, even the vegan stuff they advertise on tele"
268,"@howlett_vanessa @CecaeliaLuna Ye. Like any other groups... vegan discussion should only be with vegans cuz it's a view (yet another thing op misses. It's not a diet/preference)

It's like bumping into other lifestyle stuff and throw in irrelevant things.

Esp how we view animals so diff it can really hurt too"
269,"Nice list.  I do most of these, well the vegan choices.  No miso because of my yeast allergy or red peppers (night shade).  

https://t.co/2pUdZ0CvBz: 23 Immune-Supporting Foods &amp; Drinks To Add To Your Diet, Well, Yesterday.
https://t.co/nWvjBMadJm

via @GoogleNews"
270,"Also, putting children on a vegan diet is cruel. It's child abuse. Kids have DIED from that. if you're an adult or teen and you CHOOSE to go vegan, that's one thing, but forcing a child to go on such an extreme diet is abuse, full stop."
271,I’m on an “eco friendly” diet. If a vegan yells at me cause I rather go hunting/fishing for my food cause it’s ‘CrUeL’ And I’m a ‘mUrDeR’ I want them to know their salads weren’t cruelty free. Vegans putting animals above people are delusional https://t.co/T9OWfdFSgP
272,"Reasons why (despite eating a vegan diet 95%+ of the time), I will probably never identify as a vegan 😬 https://t.co/P2sU7769Oo"
273,the eating disorder treatment programs i was in actually wouldnt let clients be on vegan diets because of how restrictive it is and how much harder it is to get certain nutrients in comparison to just a vegetarian diet for example. also there are some people who will lie about
274,"@FlagGirlUSA @davenewworld_2 We do need meat to survive.

But thank god, we know enough that we can with a wide variety and careful balance keep vegans alive.

Go back 300 years and it would be very hard for a vegan to survive.

P.S you can survive on an all liquid diet now too."
275,"@beepuke ""Y'all are gonna have to pick one""
no, you don't.  this is why we are disagreeing.

""you dummy.""
eat shit for attacking me instead of my message.

""also junk food veganism is NOT plant based.""
what?  a vegan ""diet"" is plant-based, so WTF are you talking about?"
276,Imma retry this vegan diet again. Wish me luck!
277,"I’m vegan. My diet is superbly healthy. I don’t purchase any animal products.

This take is still ableist bullshit. Loads of people genuinely can’t handle a healthily vegan diet. I may have to revert myself despite not wanting to. https://t.co/I1YGXrBK8f"
278,"@bessimaging @hydro88wr @RyanFlo98077565 @ProFootballTalk Wasn’t putting it all on him.  Just enlightening people that bring up his stat line with Chip Kelly and why it is misleading.  He never improved after the season he Wally Pipped Alex Smith.  Plus, his vegan diet was starting to show in his declining athletic ability."
279,not to be that person but i know people who went vegan for eating disorder reasons which means they were mentally UNhealthy and used it for unhealthy reasons when it would be a lot healthier for them to not take on such a restrictive diet https://t.co/OYHgK03FjN
280,Gotta hit the weight I want by the 2nd 😅😅 back to the vegan diet and marsh field 😭 gotta look good for my girl birthday
281,"@tiredxwitch Tw ED

Not entirely the same, but I’ve gotten a lotta shame from the intersected veggie/vegan and witchcraft groupings because I wanna be vegetarian, but I’m in recovery rn I can’t completely cut out meat from my diet (I know there is other protein this is just what I’m told)"
282,Had vegan bratwurst for thr first time! Honestly tastes really good 💙💙steadily moving more and more to my pescetarian diet
283,Imagine someone is on a low-carb diet and they clash with a vegan diet.... probably happens all the time 😂
284,@RealKhalilU Honestly I can’t say yes or no for you lol. It’s all depends on why you’re doing it and if you can maintain a healthy diet why doing it. I love the idea of being vegan but I hate vegetables lol so I choice to be pescatarian so that I can get more nutrients in easier ways.
285,"@beepuke ugh... so let's agree that Oreos and soda are vegan, yet unhealthy, ok?

""being vegan can cure health problems""
sure, cause you can eat super-healthy on a plant-based diet and reverse most diseases.  being vegan forces me to eat better than most and that helps."
286,"@galacticxtears I already struggle to get enough calcium because I am extremely lactose intolerant, a vegan diet with vitamin capsules would just make it far worse than it already is 😅😅 I really... Love those people, I really do. Militant veganism is ableism."
287,"@yashar There are too many people who follow a vegan diet that look bad - pale and gaunt. Some people thrive on it, but they really seem to be the minority"
288,@Caerage @KFlevares @yashar Do you know what for? Crops for animals to eat. Most of the land is used to feed animals not humans. If we switched to a vegan diet we’d be able to feed a lot more of the population and help the environment.
289,"Me: i should be working
Me: *starts to feel anxious*
Me: *avoids working*
Instagram follower: ....and here is my business of whittling spoons from wood I set up in my spare time after starting a vegan diet and working full time as an engineer"
290,"@JosieAllan4 @LSDionysus @oatmlkamericano @Iearningalive I can’t live on only a vegan diet, which I was told by several medical professionals, however I only buy cruelty free products and I don’t buy leather or furs as well as buying ethically sourced and local animal products"
291,@StartActIII @judielovesdan @KFlevares @yashar Wait till you find out how much more water is used for grain production that feeds animals that you will eventually eat. Scientific research has shown that a vegan diet will help the environment so maybe do your research first
292,"@SkullvenomX @soy_milk_latte_ What it was is I went from standard here which is about 60% down to 10% overnight. I keep referring to that time as 'a vegan diet' cause it was specific. But yeah if you shock your system like that, bad stuff happens. And that was just one thing."
293,"i hate pushy vegans, like yes you’re vegan good for you but a vegan diet is impractical and unsafe for some and if they don’t want to go vegan they don’t have to so shut up being vegan doesn’t make you a better person 😡"
294,"@CheyennePolius Totally agree. I am not the ueber vegan but have reduced my dairy and eggs intake a lot, and ditched meat a decade ago. This was because of educating myself, not b/c of someone getting on my nerves. ( I still get ppl telling me off b/c my diet is not 100% plant based, or perfect)"
295,"Can anyone tell me what that vegan cheese tastes like, please? 
Cheese is a massive part of my diet, which is why I've probably got gall stones, but i can't cut it out completely cos I just love it too much. So like, is the vegan alternative any good?"
296,It makes me happy more and more celebrities are turning towards a #plantbased and #vegan diet! https://t.co/2BpvgmaRxT
297,"Nice walk back but um...you're contradicting yourself. I'm not pretending anything, I have Celiac and can't absorb iron well enough on a veggie or vegan diet. I'd die. Just admit you're ableist towards anyone who can't be vegan and go because you look like a damn fool. https://t.co/5M2ke1jKhE"
298,"@ItsMeEllenB @FeloinFelion @enyashello @oatmlkamericano ""The vegan diet"" is not universal at all. If you could tell me what particularly I buy that does that I'd appreciate it. 

Someone already told you that it's not a perfectionist thing, it's about lowering ALL forms of exploitation and suffering as far as practicably possible."
299,"I have to limit my vegetable intake to below the recommended amount. They have to be processed, and they cannot be green. A plant-based diet would have me using the bathroom multiple times an hour for multiple hours. If you're not gonna wipe my ass, STFU about me going vegan 🤷🏿‍♀️🤷🏿‍♀️"
300,@konrkonrkonr @FeloinFelion @enyashello @oatmlkamericano Honestly the vegan propaganda is making no difference to my food choices. It’s the environment stuff that is. And also the vegan diet benefits a lot of exploitation of workers so you obviously care more about animals than humans :)
301,"@AaliyahBeck123 on a vegan diet isn’t working out for me health wise because at the moment,I don’t have the time or resources to make sure I’m doing this right” then people won’t be so quick to turn away from something that could have a huge positive impact on their lives and the lives of others"
302,@Deggsytweets Fair enough mate so what are your pre match food and drinks? You have any kind of ritual? I went on a vegan diet last January and lost 10lbs.
303,"@AaliyahBeck123 See, and I feel like a lot of frustration as vegans is that some people will just say veganism made them extremely ill and leave out the fact that, maybe they didn’t eat a BALANCED vegan diet. That’s different than having an illness or disease that prevents you from living"
304,Honestly y'all would be so much more effective if instead of being ableist and insisting disabled people die for your diet preference you just accepted we can't do vegan full time and advocated for adding more vegan meals a week to our diets like my (vegan) brother does...
305,"Fucked up endocrine System / hormonal chemistry —&gt; hyperandrogenism.

The omega 3s &amp; Vitamin D you don’t get in an alkaline vegan diet help regulate hormonal chemistry lol go figure"
306,"I cook vegan for him, I make substitutions where possible in my diet but I’ve lost 20kg in the last 3 months and I’m down to 54kg rn which is not okay for my height so yeah meet my health reasons"
307,I suffer from multiple gastro issues and can’t tolerate 90% of food but one particular brand of cheese and some kinds of bacon are okay. I’m losing weight at an alarming rate as it is I would love to join my vegan SO with their diet but genuinely could die 🤷🏻‍♀️ https://t.co/lTQBoLWZea
308,@Phewtus Yes!  I try to tell people that are transitioning from meat eating to vegan that you can’t replace all the meals you are meat/cheese at with fake meat/cheese. Try and do a more plant and beans diet first. 1. it makes it so you’re eating a bunch of processed foods..2. It’s pricey
309,"@skarletzombie It's honestly all about health, if your body isn't healthy on a vegan diet I don't think anyone should put themselves through that?"
310,"@DanielaClawson I literally cannot be vegan. I've gone vegan on multiple occasions, but each time I landed in the hospital, severely deficient in pretty much everything because I have an eating disorder. If I restrict anything from my diet, I will, unintentionally restrict EVERYTHING."
311,@apcwwfc I don’t think I’ll ever be converted to Quorn lol but I do eat the odd vegan thing and I go meat free some days. It’s more about having a varied diet. It’s no bad thing to reduce meat consumption but I’ll never give it up
312,"@soy_milk_latte_ Restricting my diet further is harmful. I'm also bipolar, along with ARFID, and currently experiencing medical anorexia. My list of foods I will maybe eat is not vegan. If presented with vegan foods, I will not eat them. I'll just continue to starve."
313,"I’ve changed so much as an individual this year and I’m so blessed to be where I am at. 
a new car, a new job in my career field, a man I get to love and grow with daily, a puppy to love on, connecting with a higher being, vegan diet, healthy kitties &amp; a roof over my head."
314,@DustyMouthKraca 8 hours into your new vegan diet.. https://t.co/6Oh9fpfhxr
315,"@ciaran032012 This is what I disagree with-“So there's no millennia of data indicating the optimal human diet.” I believe there is Last 70 years of BS SAD diet, and recent rise of the vegan religious agenda are certainly way off the optimal. The primal, meat based diet is optimal. Twitter poor"
316,Vegan Protein Sources ▷ Top 10 Foods for a Plant-Based Diet https://t.co/XOnuJHZI72
317,"Looks like ice cream..... Smells like I've cream....

Tastes like ice cream...

This is ice cream :0 holy shit. It's literally 95% identical taste to dairy salted caramel ice cream, but without the dairy. It's also delicious.

That's already 75% of my diet converted to vegan! 🤔 https://t.co/AYU7ZTfa7t"
318,"The vegan &amp; vegetarian aisle in supermarkets feels like an echo chamber in real life. Would more people be curious to try those products if they are placed next to the ""regular"" ones? Would that perhaps normalise plant-based diet more quickly?"
