,Tweets
183,"I've seen 1000s of people reverse their obesity with the carnivore diet, in just months. 

It's not hard.

All it takes is discipline &amp; dedication.

Do you have what it takes?"
184,"@DBelardoMD —Pardon overlooking your earlier mention in my second question, I guess a better question would be, how difficult is it to consistent achieve a nutritionally complete vegetarian keto diet? Carnivore is such a no-brainer even I can do it, lol."
185,@DBelardoMD I'm very curious how you feel about @/DaveKeto's lipid model? I'm currently forced into a carnivore diet by extreme carbohydrate intolerance and hoping my likely sky-high cholesterol levels are not unhealthy. I'm also curious what you've seen in vegetarian ketogenic diet research
186,"@jimcramer Jim, you need to try the Carnivore Diet. Will help the insomnia."
187,"@EPoe187 I really don't get the comment about the centrist's disease. That's like saying that one must be only a vegetarian, or a pure carnivore, and that one eats a balanced diet to feel superior.

What if I know what's good for me?"
188,@paik_michael @FitFounder I double down on my carnivore diet every time someone tells me that animal products give cancer...
189,@HildaNewton21 Ukifwata hii diet carnivore. Ninaomba unipe matokeo kwa jili ya utafiti wangu. Ni hakikishe zaidi umuhimu na uwezekano kwa afya ya binadam.
190,"@ADreyzen @Only1MoreThing @KetoCarnivore @trpdo @Fernpick @fire_bottle @MactatorMaximus @Tenuoto @gerdosi @bokkiedog @richcollins @siobhan_huggins @GuyNAustin I am trying to get you to explain why can I not just buy the latest trendy diet book and get a perfect body. I think I would ""achieve perfect health"" as far as diet goes by eating ad libitum carnivore."
191,@amazingatheist Carnivore diet is the best thing you can do!
192,I’ve tried so many diets and always failed to follow through. On 8/20 I started the carnivore diet with int. fasting and it’s been the most satisfying and easiest diet to follow. No sugar or carbs craving and the swelling from my imm. deseases almost gone.
193,Another great page to support the carnivore diet. #kabloona https://t.co/y05Vk1ylZZ
194,"people take up the carnivore diet cuz theyre not naturally wild (and publically condemn the beastly parts of human nature) yet they want to invoke it in themselves,

see: peterson and daughter"
195,"Just because I am no longer doing intermittent fasting + LCHF / carnivore diet doesn’t mean that I am not still enjoying low carb snacks

I had some pork rind nachos last night

1. Dust pork rinds with chili powder

2. Layer cheese

3. Microwave for 30 seconds

You’re welcome"
196,@TheStalwart You start the #bitcoin carnivore diet. Well done!
197,"Walrus

Average Lifespan in the Wild: 30-40 years
Japanese Name: セイウチ
Romanised Name: Seiuchi
Scientific Name: Odobenus rosmarus
Distribution: North Pole
Conservation Status: Vulnerable
Diet: Carnivore https://t.co/A2KUd0GS7D"
198,I listened to the @MileyCyrus @joerogan podcast &amp; hoped Joe might bring up #carnivore  since Miley seems to be struggling with autoimmune issues (maybe even EDS or fibromyalgia). A Low oxalate diet based on sustainably-raised beef could be the answer. You can ♥️ cows &amp; eat them.
199,"When it comes to diet, find a diet that works for you, different people will have different preferences.

Low fat.. Low carb.. Vegetarian.. Paleo.. Keto.. Mediterranean.. Carnivore.. Standard American Diet.. 

Fasting can be a part of ALL of these diets!

#intermittentfasting"
200,"https://t.co/SN071L91UH keto like 
meals keto like diet plan what keto pills work how many keto drinks per day 1keto 310 
keto 0 pills for keto is it net carbs keto like how many keto cookies can i eat keto versus 
carnivore keto 800 number how often cheat keto to"
201,"ABMfit is hilarious to me anyway bc I have an Instagram dedicated to basically use delicious food from international diet influences &amp; pescatarian/carnivore/vegan meals as medicine for weightloss, muscle building, &amp; health

...And I still lie about not cooking &amp; they believe me! https://t.co/q4OfAIhnDy"
202,"https://t.co/LyIFEvJsX4 how often use keto strips keto like 
meals keto like diet plan what keto pills work how many keto drinks per day 1keto 310 
keto 0 pills for keto is it net carbs keto like how many keto cookies can i eat keto versus 
carnivore keto 800 number"
203,One Meal A Day (#OMAD) + Carnivore Diet = Ultimate Health.
204,"https://t.co/Shn9iCqdCC keto like 
meals keto like diet plan what keto pills work how many keto drinks per day 1keto 310 
keto 0 pills for keto is it net carbs keto like how many keto cookies can i eat keto versus 
carnivore keto 800 number how often cheat keto to keto food"
205,@DereckCoatney I’m very under-read in philosophers.  I got into Jordon Peterson for a while (and even the carnivore diet he does) and then started to read some Jung as Peterson often refers to Jung but didn’t get too deep.  I should try to keep going with Jung today.
206,"""Well you would be, what with the lack of vitamins and energy-lol"" = not really relevant to your tweet. What @CRobertsonUK is saying, I think, is that old chestnut that vegans don't have a balanced diet. 
""Dinnie fash yersel' hen"" (don't worry dear)-he's obviously a carnivore. https://t.co/xmiIciqPtl"
207,"@Chiv1984 It’s a combination of the fat in the red meat, the protein in the meat and the minerals in the salt but the key is the no /very little carbohydrates   Google the Carnivore Diet there’s loads of stuff out there on it. My mates been at his job for 28 years so he knows his stuff 👍🏼"
208,"@LingTolls exactly

not a coincidence the carnivore diet movement is so popular"
209,"Common name-Hedgehog
Scientific name: Erinaceus europaeus
Type: mammal
Diet:Carnivore
Size:head and body,5 to 12 inches
Tail:1 to 2 inches
Weight 14 to 39 ounces"
210,@MeddlinMegs @Robert0Guiscard @dglass900 @peta Obligate carnivore is a very known definition. Dogs are omnivores and don't need meet. It's hard for cats to thrive on a plant based diet and therefore hard to morally justifiy keeping them in households since it results in great suffering for multiple other animals.
211,"@arnthorjon @Robert0Guiscard @dglass900 @peta “An obligate carnivore”
Weird way of putting carnivore. Though I’m glad you acknowledge cats need meat (though so do dogs, not sure why you didn’t mention that) instead of pretending you can have cats be healthy on a strict vegan diet. It’s refreshing."
212,@taboolexicon Is she on the carnivore diet? lol
213,"@SrenKam1 @Hrodebert_ @bathory134 @EuropeanLost @whitedruid2 Do you think it's possible to do a carnivore diet by raising your own rabbits or something? Which animals would you recommend?
I don't want to eat only fruits/vegetables when I live off my own land :)"
214,"@VgnRav Yes, he's a total idiot lol
He's the leader of the carnivore diet, so basically leader of the anti vegan trolls lol"
215,"@SrenKam1 @bathory134 @EuropeanLost @whitedruid2 @Kadsensprung It is. The most practical diet to do in a city would be eating whole foods that are organic. A lot of fish and fruit etc, staying away from ''industrial'' food. It's not cheap but it's worth not getting all the toxins. Carnivore is much harder too keep up."
216,"@nigel_chappell @RealKevinHarlan @KenDBerryMD You had gout before eating a mostly meat diet, what was ypur diet like beforehand. Any genetic predisposition. Other than that no clue.

 I am carnivore myself and don't have 1 ounce of gout."
217,"Ben Greenfield joins Dr. Gundry to talk about the dangers of the keto diet and how to do it SAFELY. 

They also discuss veganism, the carnivore diet, how to improve sleep, and having “more muscle” might be a tad overrated in this podcast ➡️ https://t.co/xGrNR8FgnH https://t.co/TiCYIkAuLH"
218,@TylerDurden Are you still doing carnivore diet?
219,"@SkyZer0_ @Maclagan_was_OK @kwiin_love All carnivore diet are ketogenic,  but not all ketogenic diet are carnivore  😄"
220,"@Maclagan_was_OK @SkyZer0_ @kwiin_love That's where I'm at right now. Vast majority of my diet is animal products but I still eat occasional berries, pickles, brazil nuts &amp; almonds. (I consider dairy carnivore too bc milk comes from animals) 

I enjoy it and don't feel deprived."
221,"@KenDBerryMD When I was gorging myself on wheat and beans, I suffered from terrible gout. Just one month of carnivore diet reversed gout to the extent of 90 percent"
222,"@Mangan150 @pavelow_pr How does one reconcile this w carnivore diet: meat, liver ... ?"
223,"@janrothen @drVillo @HeatherMinich You can’t reverse an auto immune disorder like I did on a largely veggie/high carb diet. 

That’s why i keto/Fast/carnivore. 

It’s not for everyone though."
224,"@kwiin_love Started for fat loss, stayed (and moved carnivore) for the health benefits. 
It's now diet as in ""the way I eat"".  Rather than diet: ""temporary consumption change to achieve weight loss""."
225,"@rghvpandey @LifeMathMoney No, it is full of phytoestrogens and one of the worst monoculture crops.
Nutritional variety is also necessary.
Dont go onsided on any, if you dont have to go on carnivore diet for health reasons"
226,@8WeekBloodSugar I'm a carnivore so I got the diet thing down...👍
227,"@blinkhealth I switched to a carnivore diet almost 3 years ago and that, along with other health issues, no more..."
228,"Name: King Lizard
Scientific Name: Basilosaurus cetoides
Diet: Carnivore
Date: Late Eocene (41.3 to 33.9 mya)
Size: 5 to 20 m (49 to 66 ft) long
Weight: 60 tons (132,000 lbs)
Location: USA, Egypt, Wadi Al-Hitan. Pakistan"
229,"Carnivore diet can cause rage inducing habits... Interesting, I myself as a hot tempered guy wouldn't want to do this.

https://t.co/MIYNRO9QBT"
230,"#CARNIVOREDIET - THE GOOD, THE BAD &amp; THE UGLY
If you'd told me eight years ago I could boost #performance &amp; #health and #shedfat by eating meat alone, I’d have bitten your arm off (literally). Discover the good, the bad and the ugly of this #meat-feast &gt;
https://t.co/IBstAljtpT https://t.co/GiJXtBZNuf"
231,"@labor_national The record holder for 100 mile marathons does a carnivore diet but only before runs, it has no long term viability"
232,"@nutritionrvn @BubsandJacks It’s so ironic! I feel that if you aren’t comfortable with a carnivore as a pet, maybe you should look into one that has a vegetarian diet!"
233,@WORGODICP Have you ever considered a carnivore diet?
234,"@jordxnedwards comparing our diet to that of a lion makes no sense when felines are carnivore by nature; eating plants would in fact kill them, feeding ruminants meat would in fact shut their body down... 

nobody was talking about killing eachother for means of meat, there are biological"
235,"You dirty, lying, A***s. You know he used a low carb diet, and you should know by now if you had any moral sense of duty that peddling your poison filled shakes is just to make money. #keto #KetogenicDiet #carnivore https://t.co/3VkWVBu2XY"
236,@SBakerMD can a carnivore diet protect you from viral diseases . i hear main cause of death for Maasai  people is pneumonia .
237,@xxHaylStorm Is the carnivore diet healthy?
238,"@labor_national If you're body building, this is probably true. But there are strength athletes on keto and even carnivore diet. Not claiming it's the best way.

Also, fasting is separate from ketogenic diet. You can fast into ketosis, but eat high carbs during a meal window."
239,"@labor_national Couple examples off the top of my head of carnivore athletes. Again not promoting it, I prefer an all-round diet.

https://t.co/9YWOuG5A3r

https://t.co/JEFgF2Fce0"
240,"@labor_national No, there definitely are. There are even a few carnivore athletes who have been successful. 

I personally don't subscribe to either keto, high carb, vegan or carnivore, never done any, so I'm not promoting. I prefer a more balanced diet. Just sayin."
241,"Diet advice: eat the same things you do now, just less of them. Humans evolved to survive on vegan diets, carnivore diets, and everything inbetween. If you're overweight, you're overfed, so... eat less. https://t.co/7GkLl2xvA1"
242,"@BenBikmanPhD @puddleg @KetoDocCLT @wellboy @2Min_Keto @FatEmperor Well, n=1 anecdote, but I did a high fat carnivore diet for a bit under two months and gained a heap of body fat. I stopped and went back to a very high protein mixed diet because my fat gain showed no signs of slowing down. Didn't wait to see if t2dm was next."
243,I swear I've been called a Cat for doing the carnivore diet. I would literally eat sardine on top of my steak.
244,@vanilla_cake Looks amazing.  Would look and taste even better if it wasn’t vegan.  Have you considered the carnivore diet? Much healthier and you’d feel a lot better
245,"y’all please dont force your carnivorous/obligate carnivore pets to eat a vegetarian/vegan diet. it could quite seriously harm or even kill them.

sincerely, your local vegetarian who still feeds his animals meat because that is what their body can digest"
246,@MareVegan1111 Who would be vegan? It’s dangerous.  Try the carnivore diet.
247,I do not reccomend the carnivore diet if you are broke as meat is expensive!
248,@MyMSTeam @AaronBosterMD The cure is in your diet and the “expert” dietary advice sucks. Carnivore diet is the cure and I say this from experience
249,@Thejssaid Learn about the carnivore diet and be free from multiple sclerosis
250,@DianeHC2 @MajorPatriot Diane did you have any issues with oxalates when you went carnivore? I’ve been on a low oxalate diet for a year and a half but can’t go full carnivore due to oxalate issues. I need a little bit everyday or I feel absolutely horrendous.
251,"@dalminium @AmyKinLA @unpregnantmovie Dude no with the carnivore diet 
It can give you heart disease and other issues 

I may have lost weight on it but it made me sick"
252,@NiKiaRoMAnov Have you heard of the carnivore diet to fix ms?
253,@biogen Carnivore diet will cure any one of their multiple sclerosis
254,"Should You Only Eat Meat? | SHOCKING Science On The Carnivore Diet with ... https://t.co/utaRewZbrG via @YouTube 

#carnivoremd @CarnivoreMD @AubreyMarcus  #carnivore #health #nutrition"
255,Carnivore diet #greentext https://t.co/teO1mOvPEt
256,"How to get motivated to diet and exercise! 
https://t.co/eib00ejP3J
#motivation #keto #IntermittentFasting #Carnivore
#GetHealthyAgainstYourWill"
257,Eating fruits is good because those are the plants that actually WANT us to eat them and science says plants feel pain and the carnivore diet has miraculous healing properties and I'm gonna fucking throw up
258,"How is my brother gonna go off about ""enlightenment"" and all his peace-loving bullshit but then go on the fucking CARNIVORE DIET ???? While claiming to care for animals w the animal removal business he has???? You can't say all those things. It's so morally inconsistent"
259,Feels good being back on track again. I've had no carbs in a week &amp; back to full carnivore diet after a few weeks w/ sugar. Weight  loss is happening again. Started a weekend fast after my meal last night. I'll break it either Sunday or Monday evening depending how I feel by then https://t.co/W9O6gGDYsd
260,@DFE741 @EMERALDberryJDR @MajorPatriot I was going to drop this too! Carnivore/keto diet! I'm using carnivore to recover my body from MS. 5 months in and 4 great months!!!
261,@sarahhanem Have you considered the carnivore diet? I was vegan but switched and it changed my life
262,@AmyDee1001 Same for the carnivore diet as well except they'll tell you how you're going to get colon cancer and don't you know how bad meat is for the environment??!! All the vegan propaganda has been really effective and so many people hold completely false beliefs. It's disappointing.
263,"@holyfirewater Also to educate the ignorants further, cats &amp; dogs DO thrive on a plant diet as they are omnivores

Don't justify your pretend veganism by using ""carnivore"" to feed corpses of 100s of dead animals for your 1 animal.

The life of your dog, cat, etc isn't worth more than theirs"
264,@AmyKinLA @unpregnantmovie I recommend regular exercise and carnivore diet
265,@supervidgmgal The OG PS3 would be the carnivore diet because it was a straight beefy boi!
266,CARNIVORE Doctors Berry &amp; Saladino Discuss Diet &amp; Take Questions https://t.co/C1PvbwhtWX via @YouTube
267,"@HeatherMinich @janrothen Maybe so but the ones who are obese and deal with chronic inflammation, and have metabolic syndrome should definitely go low carb and/or carnivore. 

The standard American diet and all the other diets that fail them, is not sustainable for their health. 🤷🏻‍♂️"
268,"Fascinating @CarnivoreMD Carnivore diet versus fiber diet, which is better for micro biome? Are bigger bellies related to too much fiber in the diet? Meat,honey,berries,tubers or fruit; which ones do Hunter gatherers prefer? Which ones are beneficial for micro biome? 💥👍 https://t.co/qFaYYnuK7Y"
269,"@KetoAbs What’s a typical day of eating for you?? 

I’m interested in the carnivore diet!"
270,"@KetoAurelius I was eating a pound of liver a week, feeling much better, a blood test showed that my cholesterol was high and my doc told me to stop eating it. Within a few weeks I felt shitty again, so I said F this and I'm on the Carnivore diet and eating liver. 6th day and feel great so far"
271,"Ever thought about trying out the Carnivore diet? 

Here's a rundown. 

Currently working while eating a whole package of grass-fed ground beef. 

I've never wanted a piece of bread so bad. 

On the contrary, I feel great."
272,"@tellquint Supposed to have a caption about ""one month after switching to carnivore diet"""
273,"@LightningEmpX (On JRE) Didn't he mention going off his antidepressants (no longer needing them) as a direct product of the several alleged benefits from the carnivore diet he and his daughter promote? 
There may be some truth to this. Food is such an underrated bio hack."
274,@DrJNicholas Carnivore diet and blood letting is the cure to multiple sclerosis
275,"Eating a low carb primarily #Carnivore  diet is just plain delicious.  4 1/4 pound grass fed burger patties, four backyard eggs, a diced avocado and sea salt.  Life is good. #fitover60 https://t.co/xyXkBx2S5O"
276,"@JuliaFriedmann @Regeneron @SanofiUS Ditch the veggies and try a carnivore diet for a few weeks. Your dermatitis will clear up, and you will notice other health benefits. The skin issues result from plant’s anti-nutrients."
277,"@hodl_american @awayslice What is the selling point on carnivore diet? Is there something it does to help lose weight? Seems contradictory to health science at face level. Note im not trolling, just curious why its gaining popularity amongst bitcoiners in particular"
278,@maryloveslex @nathantward @benjamingrundy You really think your unhinged rantings are meaningful discourse? Eat another steak dear the carnivore diet worked wonders for Jordan Peterson ✌
279,"#Health :  #Carnivore #Diet &amp; Optimum #Health with @DrPaulMason @LowCarbDownUnder Absolutely packed with highly interesting medical information on a variety of topics - a definite ""Weekend Watch""  https://t.co/rj8EJ4D7El #Education #ethics"
280,"@realdissenter I'm no carnivore expert but if I was creating a carnivore diet for myself, most days would probably look like:

Eggs
Beef Liver/ Steak
Salmon 
Greek Yogurt
Bacon
Some kind of cheese 

Occasionally bring in more seafood, venison, lamb etc. I would need to cook with herbs as well"
281,"@aihtalian Oddly, shellfish is fine, and my allergy almost disappeared when I moved to Seattle from the east coast. I’m not sure if it’s different fish, or if several years on the carnivore diet have changed something."
282,Carnivore Diet success stories – with Craig https://t.co/HwQs0N2XvG
283,"There are no excuses to not try the carnivore diet for 30 days now.

I'll guide you through every single step:

- Meal plans
- All the science
- Maybe i'll even cook you steak

Vegans welcome. 

Join me here: https://t.co/eWc4ruxOPk https://t.co/xuKZVNrVvc"
284,@Nate_D_Stone Love this! What’s a sensible carnivore diet in your opinion?
285,"@d1nossaur teef: pointy
stomach acid: strong 
Diet: bamboo
scientists: uhh carnivore"
286,"@lilmendonca ""So, knowing that the giant panda survives on a diet of bamboo shoots, one would think it is a herbivore. Quite the contrary, this black and white creature is officially classified as a carnivore."" https://t.co/5fq6Ih9Sht"
287,"@johnpavlovitz Carnivore diet is best for optimal human health. Or at least, go low-carb folks."
288,"Other destinations:

Anchor: https://t.co/DzwIiQzNkk
Stitcher: https://t.co/CVL9XbSxyH
Overcast: https://t.co/tUdfuLT8pX
Google: https://t.co/vBYdUKYSIf
PocketCast: https://t.co/z56x5BLTVy"
289,"Dr. Paul Saladino (@CarnivoreMD) is the preeminent expert on the 'Carnivore Diet'. Nobody gets more into the minutia in making the case for this (re)emerging approach to eating.

iTunes: https://t.co/c0rTk4wkdd
Spotify: https://t.co/GSw5kW3NC3
YouTube: https://t.co/rvxDF1kcgh https://t.co/tdoe3ne2Vb"
290,"The Carnivore diet reversed my periodontal disease?

https://t.co/CqHguvYPIb #carnivorediet #periodontaldisease #cavities #oralhealth #dentists #health #teeth #gums #teethandgums #lolaslifelessons #IamACreator"
291,"@8WeekBloodSugar Diet is foundational and supports the other three. After fixing my diet it made exercise, sleep and stress management easier and more accessible. It fixed my metabolic issues and made my T1 diabetes manageable. Carnivore with A1c in the ""normal"" range."
292,@KurtSchlichter Ever try the carnivore diet with out fiber supplements? ... wew
293,Hey @CarnivoreMD been on carnivore diet for 40 days. Is this a normal lipid panel? https://t.co/1oJrx9xvnn
294,"@CCUBEDIS @NanciGuestRDPhD @ahhite This carnivore is willing to enslave, torture and murder animals for the sake of a ""diet"" and her taste buds. How selfish....when all she needs can come from plants."
295,"You can thrive on a Keto diet

You can thrive on a low carb, high fat diet

You can thrive on a sensible omnivore diet

You can thrive on a sensible carnivore diet

You can survive on a well-planned plant-based diet

You WON'T thrive or survive on a standard American diet"
296,"Name: Auca Lizard
Scientific Name: Aucasaurus garridoi
Diet: Carnivore
Date: Late Cretaceous (85 to 80 mya)
Size: 6.1 metres (20 ft) long
Weight: At least 1.5 tons (200 to 240 kg)
Location: Argentina"
297,"@EdWVanags cured his migraines by following a carnivore diet. Yes 52 years of migraines gone after 20 days eating animal foods. 

Oh, and no one makes any money from this information. 

Just eat animal foods and drop everything else. Ask @EdWVanags 

#yes2meat https://t.co/OYgP4BcVVY"
298,@SarahRowe Carnivore diet 🤘
299,"Hi friends  👍 , This post is a bad Mother#^@%*&amp;:  
 https://t.co/VzOrLc7FW8 #carnivore#meat 
    #JREfacts #JRE #JoeRogan #podcasts"
300,"@DaveKeto @siobhan_huggins @BiggestComeback @erreyedoc @kiwi1_nz @Pershing6 @SBakerMD Paul Saladino is on the record as saying that running high glucose, even without excursions, is not ideal. He incorporated some carbs to mitigate the effect of carnivore diet. What are your thoughts?"
301,@issaAfrican Funny you mentioned steak. I’m reading about the carnivore diet. I need to change things up for myself. It’s been a really hard year for me.
302,@nmlinguaphile Carnivore Diet 🦾
303,"@mscarnivore In keeping with this million year tradition, I am 100% carnivore about 2/3 of the year and add some greens and berries to my diet the other 3rd when in season locally. It’s amazing how much healthier I’ve become once I tossed out the plant based propaganda."
304,@christopheryuan Look into the carnivore diet https://t.co/DgCccs5AXw to build and strengthen your blood count. Praying for you Chris. You are such a blessing to God’s people.
305,"@SJPFISH @Pismo_B My hubby follows a carnivore diet.  He's lost over 100 pounds, doesn't take any medications for BP, cholesterol, or diabetes anymore.   He looks healthy and fabulous!  

This woman is the epitome of unhealthy and unhappy"
306,"@KetoCarnivore @trpdo @fire_bottle @MactatorMaximus @bpayj @Only1MoreThing @Tenuoto @gerdosi @bokkiedog @richcollins @GuyNAustin Keto/carnivore is the ONLY diet I've ever done that has gotten easier and easier over time instead of harder.

Even refusing non-keto food is very easy now because I don't want it. I stopped giving a shit about being rude a long time ago. It's not rude to say no thank you."
307,"This week on What The Func?! Podcast, it’s Dr. Paul Saladino, author of The Carnivore Code. Hosts Laura and Clayton talk with Dr. Paul about how eating ""nose to tail"" can reverse autoimmune disease. Is this cutting edge diet the future of optimal health? https://t.co/fPsyZrHvvR https://t.co/3sIW9WxLTh"
308,@CampbellMurdoch @BelindaFettke @NICEComms My father had old texts like these too https://t.co/okIgkrEV6X
309,"Fact-Checking “The Carnivore Code: Unlocking the Secrets to Optimal Health by Returning to Our Ancestral Diet,” by Dr. Paul Saladino, Part Two: Triglycerides, HDL, and Insulin Resistance https://t.co/mbLM3z9Xev"
310,"@usairforce Taking omega 3 helps. Countries with the highest omega 3 fatty acid consumption have the lowest mental illness rates. DHA is an important structure of the brain that fish oil helps build. Also, getting adequate sunlight (vitamin D) lowers depression levels. Also a carnivore diet."
311,"@MarqJacobs Yeah bro!

I usually go for white rice or potatoes. 

Almost never ever eat pasta anymore, as it bloats me and causes water retention.

I also drink a bit quite often, even on carnivore days. So it's more like the old ""gentlemen diet""."
312,"Golden Jackal

Diet: Carnivore
Distribution: Eurasia
Scientific Name: Canis aureus
Conservation Status: Least Concern
Average Lifespan in the Wild: 8-9 years
Romanised Name: Kinirojakkaru
Japanese Name: キンイロ ジャッカル https://t.co/hWIlVbuljR"
313,@ProfessorPlum96 @martingeddes Check out keto/carnivore diet also. I have seen huge improvements eating carnivore for 5 months. Stopped the progression. @KenDBerryMD has great videos and so many more. Best wishes for recovery!
314,"@mscarnivore You’re giving us hope there. I’ll do some research. I’ve always known that autoimmune diseases get worse with a carnivore diet and get better with herbivore and fasting. Rarely do we heal from autoimmune diseases, very rare, indeed. That’s why they are called chronic diseases."
315,@lghechi There are thousands of people recovering from autoimmune and chronic illness with a carnivore diet.
316,"@laceyadunn Hahahah keto, carnivore, omnivore, low carb, south beach the makers diet, 😂😂😂 let me eat my chips n guac in peace lol"
317,"@Skelepunk @kenjilopezalt And before that it was malnutrition from the carnivore diet, and before that it was benzos... that's what I dimly remember anyway"
318,"keto diet, mediterranean diet, which is the right diet to follow? - vegetarian diet, carnivore diet, which diet is most effective? - find Self Development info at https://t.co/bCbpRTb3Xs  https://t.co/i68aGMEkTv https://t.co/ZgOCyztsx7"
319,@Emily32366118 yes—we are all on the same low carb/Paleo/Keto/Carnivore/P:E Diet trajectory. 😁
320,@talkSPORT @AironWC carnivore diet?
321,"Just about every criticism of the carnivore diet I read boils down to ""it hurts my feelings"".

Why bother even talking about it then?  If you're successful without it, you do you."
322,@tednaiman is @tednaiman P:E diet the inevitable outcome of #keto #LCHF #carnivore #HFCarnivore  maybe it's the end of the road folks... see this trajectory so often
323,"Common Name -Domestic Cat
Scientific name -Felus catus
Type-mammal
Diet- Carnivore
Size-28 inches
Weight -5 to 20 pounds"
324,"Struggling to lose weight ?! even within the carnivore diet or keto .consider about your #fat consumption .. avoid and eliminate any fat and protein (food) that Rich within linoleic acid ..

⭕ add more beef liver / kidney fat ( suet)  / coconut oil / coca butter /  tallow 🐖 .."
325,@KetoAurelius #Carnivore diet = No more migraines.
326,@XRPeuphoria_ @XRP_OWL Also consider trying a carnivore diet. My wife used that to kick her autoimmune issues.
327,"If you ever need a testimonial for carnivore diet, here's a set of 3 interviews (before/15days/30) with 1 of my best friends. Remarkable transformation.

He says the 🔼 energy, clarity have made him a better husband, father.

Recorded in 02/2020. 7 months later, still carnivore. https://t.co/phDUBuHMcG"
328,"@fitintobooks My friend Bryce, before and during carnivore diet.

Before: https://t.co/cUUPbbX87n
15 days in: https://t.co/jCuhadv5Et
30 days in: https://t.co/BehOTw70g8

He looks, feels, and acts like a different person now (though he also retained his previous good qualities 😉)"
329,"@gbarrett1983 @ConsciousAliens @plantpowercoupl @CholesTroll @fleroy1974 Except you have no compassion as you have proven, you don’t at all care about the fact that your diet choices kill far more animals than mine, you don’t care about the exploited workers picking your cashews &amp; suffering acid burns, you don’t care about your obligate carnivore pets"
330,@Chefmade_601 He betta be financing his damned carnivore diet tf 😭 i only eat pasta
331,"The carnivore diet works so well because your immune system is VERY sensitive.

One wrong food can trigger your immune system for weeks. 

If you want to completely revamp your health you need to do a complete reset and eliminate all triggers for 30 days."
332,"vegetarian diet, carnivore diet, which diet is most effective? - learning from our mistakes is important for reaching our dieting goals - visit https://t.co/bCbpRTb3Xs for Self Help information  https://t.co/i68aGMEkTv https://t.co/yWEA0m34MB"
333,"vegetarian diet, carnivore diet, which diet is most effective? - how do you find the diet that will produce the results you seek? - find Self Improvement info at https://t.co/bCbpRTb3Xs #Writer https://t.co/i68aGMEkTv https://t.co/Ma7zepgjHN"
334,"@BONTESA_ @xrptwin Eating a western diet isn’t carnivore brother 

That’s a Weston diet"
335,@reyesallan @DrMigliore It is hard to know if it has been a big change for me. I started the carnivore diet and HIIT training around the same time. But physician colleagues who only added NAD+ have noticed changes.
336,"@PistolAndreas @Socratezonline Also there is no diet for everyone. Some people have digestive issues can’t eat legumes, cabbage. Others have problems with fructose or dairy, gluten. Paleo or carnivore can cause issues with the hormonal system. Diet is more individuall as most people think"
337,"Your genes are only 50% of your health.... your lifestyle ( diet, exercise,  sleep quality/quantity,  stress levels ) will determine if your genes will help  you stay healthy or make you sick 
#eatREALfoods #sayNOtosugar #banprocessedfoods #carnivore #stopobesity #diabetesfit https://t.co/r9nqjQjYQ8"
338,"Day 10 or carnivore diet. I eat, think, and dream of 🥩 only."
339,@JHart98698798 @Arthurpeaky1 @OwenJones84 @jordanbpeterson Thanks mate the carnivore diet doesnt work for everyone 🦁
340,"@KenDBerryMD thank you for your carnivore vs keto post. I obviously did better on keto than std diet, but once I switched to carnivore (for 2 weeks I only ate beef w/Pink Himalayan Sea Salt), I went into hardcore ketosis, shed a ton of fat and completely eliminated inflammation."
341,A meaty blog series to sink your teeth into: The Carnivore Diet! Catch my guest appearance on a podcast. See my 30 day experiment. Follow my thoughts on short &amp; long term use. Discuss ethics of eating meat. Get my FREE Carnivore Starter Guide! https://t.co/jFlji7MtEI https://t.co/kyW4ymPD4e
342,@IceAgeFarmer I think I’m going to start my carnivore diet today.  It makes me feel more manly.
343,"@tejtheartist @ADUK2019 @ZoeJardiniere https://t.co/HC7K4ZP9aJ

I can't tell if you've been fooled so badly you didn't know about this, or if you just think everyone else is as ignorant as you are."
344,"@agargmd On the carnivore diet, born and raised ♬
On the toilet is where I spend most of my days ♫

In AFTER Bel-Air, @AlizTheHax0r? 😂"
345,"@yaranai_ca Well microbiome disruption can kind of do that. On a carnivore diet, every bacteria in the gut cries out for help."
346,"@Maclagan_was_OK @SangreDulce1 @EscapeLow @FoodFirst_Ty @kevinnbass @KenDBerryMD Without insulin, GNG can still cause blood glucose to elevate significantly. Even on a carnivore diet, a T1D would still need insulin to dispose of carbohydrate, and triglycerides for that matter."
347,@sarahizzo @Nlechoppa1 I would love to see any scientific study that shows evidence that a carnivore diet is toxin free and healthy because there is no research backing up that claim lol whereas there’s a surplus of studies backing up the claim that a carnivore diet is not healthy
348,"@GoodJobDimitri @ianbetteridge @jamiejohnson905 most famous for climate denial, transphobia and that dumbass carnivore diet with a little lobster-christian supremacy and some AA quotes to justify everything"
349,I'm gonna try and rice and potatoes back into my diet. We'll see how long that lasts. I may hate to take carnivore off of my profile.
350,"@FoodFirst_Ty @KenDBerryMD In my personal experience, having done several types of diet, low carb has been the easiest and most sustainable diet that has helped me lose excess fat and regain my health. I’m now near Carnivore and loving it."
351,"@Jasleerose @Nlechoppa1 And some say they have enough evidence to prove a carnivore diet is toxin free and healthy. 

Like I said, nothing has been definitively concluded. It's basically pick your study and position."
